DATETIME,IP,METHOD,ROUTE,CODE,REFERRER,USERAGENT
2016-05-04 11:33:17,127.0.0.1,GET,/,200,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; w3af.org)
2016-05-04 11:33:17,127.0.0.1,GET,/RQplz56S.asp,404,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; w3af.org)
2016-05-04 11:33:17,127.0.0.1,GET,/y2eEHIIl.cgi,404,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; w3af.org)
2016-05-04 11:33:17,127.0.0.1,GET,/lKFkMWaI.py,404,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; w3af.org)
2016-05-04 11:33:17,127.0.0.1,GET,/RbLQbVHY.do,404,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; w3af.org)
2016-05-04 11:33:17,127.0.0.1,GET,/kcx6gQHv.htm,404,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; w3af.org)
2016-05-04 11:33:17,127.0.0.1,GET,/Q0HtBSRE.foobar,404,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; w3af.org)
2016-05-04 11:33:17,127.0.0.1,GET,/zqwbizgK.htmls,404,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; w3af.org)
2016-05-04 11:33:17,127.0.0.1,GET,/7V7zb4X4.gif,404,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; w3af.org)
2016-05-04 11:33:17,127.0.0.1,GET,/TP4dvwQw.jsp,404,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; w3af.org)
2016-05-04 11:33:17,127.0.0.1,GET,/nQDWn3XW.rb,404,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; w3af.org)
2016-05-04 11:33:17,127.0.0.1,GET,/y3pqXYgi.xhtml,404,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; w3af.org)
2016-05-04 11:33:17,127.0.0.1,GET,/qGdRaFbV.php,404,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; w3af.org)
2016-05-04 11:33:17,127.0.0.1,GET,/Y1hHs4Mv.aspx,404,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; w3af.org)
2016-05-04 11:33:17,127.0.0.1,GET,/mMfinQHZ.pl,404,-,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; w3af.org)
